:@computed_region_5kre_ccpb,:@computed_region_gwq4_fjxs,:@computed_region_s6p5_2pgr,crimecode,crimedate,crimetime,description,district,inside_outside,latitude,location,location_1,location_1_address,location_1_city,location_1_state,location_1_zip,longitude,neighborhood,post,premise,total_incidents,weapon
89,249,27295,3B,2017-09-26T00:00:00.000,18:15:00,ROBBERY - STREET,NORTHWESTERN,,39.35984,AV & GLEN AV,POINT (-76.68043 39.35984),,,,,-76.68043,Glen,533,,1,
221,25,27301,4E,2017-09-29T00:00:00.000,21:00:00,COMMON ASSAULT,WESTERN,,39.30908,1800 MCKEAN AVE,POINT (-76.64721 39.30908),,,,,-76.64721,Sandtown-Winchester,742,,1,HANDS
162,164,27953,6C,2017-04-21T00:00:00.000,8:46:00,LARCENY,SOUTHWESTERN,I,39.26449,2700 WASHINGTON BLVD,POINT (-76.65493 39.26449),,,,,-76.65493,Morrell Park,831,CONVENIENC,1,
70,120,27954,3CK,2017-09-23T00:00:00.000,21:41:00,ROBBERY - COMMERCIAL,SOUTHEASTERN,I,39.29407,WOLFE ST & E FAYETTE ST,POINT (-76.59062 39.29407),,,,,-76.59062,Dunbar-Broadway,212,OTHER - IN,1,KNIFE
23,155,26956,6D,2017-09-27T00:00:00.000,18:30:00,LARCENY FROM AUTO,EASTERN,O,39.31115,1800 RUTLAND AVE,POINT (-76.59302 39.31115),,,,,-76.59302,Broadway East,331,STREET,1,
90,139,27935,3B,2017-04-17T00:00:00.000,5:00:00,ROBBERY - STREET,SOUTHEASTERN,O,39.2888,300 S LEHIGH ST,POINT (-76.5582 39.2888),,,,,-76.5582,Greektown,242,STREET,1,
201,8,27632,4E,2017-09-30T00:00:00.000,12:35:00,COMMON ASSAULT,WESTERN,I,39.29132,200 N CARROLLTON AVE,POINT (-76.63692 39.29132),,,,,-76.63692,Poppleton,712,ROW/TOWNHO,1,HANDS
275,199,26956,5A,2017-09-27T00:00:00.000,15:45:00,BURGLARY,NORTHEASTERN,I,39.32382,3200 RAMONA AVE,POINT (-76.56455 39.32382),,,,,-76.56455,Belair-Edison,432,ROW/TOWNHO,1,
105,224,27291,6J,2017-09-26T00:00:00.000,22:00:00,LARCENY,NORTHEASTERN,I,39.35208,2800 ECHODALE AVE,POINT (-76.56523 39.35208),,,,,-76.56523,Hamilton Hills,423,POLICE DEP,1,
208,60,27295,4E,2017-09-24T00:00:00.000,23:05:00,COMMON ASSAULT,NORTHWESTERN,,39.35204,6500 ARMSTRONG AVE,POINT (-76.70845 39.35204),,,,,-76.70845,Reisterstown Station,631,,1,HANDS
208,60,27295,4E,2017-09-24T00:00:00.000,23:05:00,COMMON ASSAULT,NORTHWESTERN,,39.35204,6500 ARMSTRONG AVE,POINT (-76.70845 39.35204),,,,,-76.70845,Reisterstown Station,631,,1,HANDS
208,60,27295,4E,2017-09-24T00:00:00.000,23:05:00,COMMON ASSAULT,NORTHWESTERN,,39.35204,6500 ARMSTRONG AVE,POINT (-76.70845 39.35204),,,,,-76.70845,Reisterstown Station,631,,1,HANDS
208,60,27295,4E,2017-09-24T00:00:00.000,23:05:00,COMMON ASSAULT,NORTHWESTERN,,39.35204,6500 ARMSTRONG AVE,POINT (-76.70845 39.35204),,,,,-76.70845,Reisterstown Station,631,,1,HANDS
208,60,27295,4E,2017-09-24T00:00:00.000,23:05:00,COMMON ASSAULT,NORTHWESTERN,,39.35204,6500 ARMSTRONG AVE,POINT (-76.70845 39.35204),,,,,-76.70845,Reisterstown Station,631,,1,HANDS
256,261,27291,6C,2017-09-25T00:00:00.000,20:53:00,LARCENY,NORTHEASTERN,I,39.3567,6000 HARFORD RD,POINT (-76.55759 39.3567),,,,,-76.55759,Westfield,424,CONVENIENC,1,
98,33,27307,3AO,2017-09-22T00:00:00.000,4:30:00,ROBBERY - STREET,NORTHERN,O,39.31952,2500 BARCLAY ST,POINT (-76.61108 39.31952),,,,,-76.61108,Harwood,513,STREET,1,OTHER
124,158,13645,4A,2017-07-22T00:00:00.000,16:29:00,AGG. ASSAULT,EASTERN,O,39.30476,400 E PRESTON ST,POINT (-76.61034 39.30476),,,,,-76.61034,Johnston Square,311,STREET,1,FIREARM
3,192,27291,6D,2017-09-28T00:00:00.000,16:00:00,LARCENY FROM AUTO,NORTHEASTERN,I,39.33399,3100 JUNEAU PL,POINT (-76.57172 39.33399),,,,,-76.57172,Arcadia,422,ROW/TOWNHO,1,
17,130,27935,3AJF,2016-11-02T00:00:00.000,21:00:00,ROBBERY - CARJACKING,SOUTHEASTERN,O,39.28258,900 S EATON ST,POINT (-76.56502 39.28258),,,,,-76.56502,Brewers Hill,233,STREET,1,FIREARM
5,244,27295,4A,2017-09-27T00:00:00.000,23:10:00,AGG. ASSAULT,NORTHWESTERN,O,39.34768,5300 CORDELIA AVE,POINT (-76.68361 39.34768),,,,,-76.68361,Arlington,633,STREET,1,FIREARM
155,125,13987,3CK,2017-09-28T00:00:00.000,15:02:00,ROBBERY - COMMERCIAL,EASTERN,I,39.29885,2400 E MONUMENT ST,POINT (-76.58287 39.29885),,,,,-76.58287,Milton-Montford,323,RESTAURANT,1,KNIFE
84,9,27632,6D,2017-09-25T00:00:00.000,21:30:00,LARCENY FROM AUTO,WESTERN,O,39.28829,1600 FREDERICK AVE,POINT (-76.6425 39.28829),,,,,-76.6425,Franklin Square,711,STREET,1,
111,187,27307,6D,2017-09-24T00:00:00.000,19:00:00,LARCENY FROM AUTO,NORTHEASTERN,,39.34009,1600 ARGONNE DR,POINT (-76.58975 39.34009),,,,,-76.58975,Hillen,412,,1,
126,137,27935,4C,2017-09-26T00:00:00.000,17:20:00,AGG. ASSAULT,SOUTHEASTERN,,39.29022,300 JOPLIN ST,POINT (-76.53823 39.29022),,,,,-76.53823,Bayview,241,,1,OTHER
84,10,27632,4E,2017-09-30T00:00:00.000,15:38:00,COMMON ASSAULT,WESTERN,O,39.29227,300 N FULTON AVE,POINT (-76.64539 39.29227),,,,,-76.64539,Franklin Square,711,STREET,1,HANDS
5,244,27295,4C,2017-06-24T00:00:00.000,2:00:00,AGG. ASSAULT,NORTHWESTERN,I,39.34657,3900 HAYWARD AVE,POINT (-76.68409 39.34657),,,,,-76.68409,Arlington,633,ROW/TOWNHO,1,OTHER
257,280,27950,6D,2017-09-26T00:00:00.000,19:30:00,LARCENY FROM AUTO,SOUTHWESTERN,O,39.28288,100 MALLOW HILL RD,POINT (-76.71057 39.28288),,,,,-76.71057,Westgate,823,STREET,1,
84,80,27632,4F,2017-08-11T00:00:00.000,14:44:00,ASSAULT BY THREAT,WESTERN,O,39.29015,1800 VINE ST,POINT (-76.64551 39.29015),,,,,-76.64551,Franklin Square,711,STREET,1,
73,156,27307,3AO,2017-09-25T00:00:00.000,0:08:00,ROBBERY - STREET,EASTERN,,39.31181,1200 E NORTH AVE,POINT (-76.60248 39.31181),,,,,-76.60248,East Baltimore Midway,342,,1,OTHER
151,97,13645,3AF,2017-09-14T00:00:00.000,19:20:00,ROBBERY - STREET,CENTRAL,O,39.30471,1300 GUILFORD AVE,POINT (-76.61203 39.30471),,,,,-76.61203,Mid-Town Belvedere,141,STREET,1,FIREARM
151,97,13645,4F,2017-09-25T00:00:00.000,23:00:00,ASSAULT BY THREAT,CENTRAL,,39.30265,1100 N CALVERT ST,POINT (-76.61319 39.30265),,,,,-76.61319,Mid-Town Belvedere,141,,1,
47,147,27937,8AO,2017-09-24T00:00:00.000,23:38:00,ARSON,SOUTHERN,I,39.24781,2700 BOOKERT DR,POINT (-76.62721 39.24781),,,,,-76.62721,Cherry Hill,922,SINGLE HOU,1,
96,70,27295,5A,2017-09-25T00:00:00.000,10:05:00,BURGLARY,NORTHERN,I,39.33715,2500 OSWEGO AVE,POINT (-76.65898 39.33715),,,,,-76.65898,Greenspring,533,ROW/TOWNHO,1,
31,131,27935,6F,2017-09-21T00:00:00.000,21:00:00,LARCENY,SOUTHEASTERN,I,39.27927,1200 S CONKLING ST,POINT (-76.56664 39.27927),,,,,-76.56664,Canton Industrial Area,233,GARAGE ON,1,
35,76,27950,5E,2017-09-24T00:00:00.000,13:00:00,BURGLARY,SOUTHWESTERN,I,39.28047,3100 FREDERICK AVE,POINT (-76.66902 39.28047),,,,,-76.66902,Carroll-South Hilton,842,OTHER - IN,1,
121,6,13645,4E,2017-09-23T00:00:00.000,14:45:00,COMMON ASSAULT,CENTRAL,I,39.2867,600 E PRATT ST,POINT (-76.60774 39.2867),,,,,-76.60774,Inner Harbor,112,RESTAURANT,1,HANDS
38,65,27295,6G,2017-09-08T00:00:00.000,17:00:00,LARCENY,NORTHWESTERN,I,39.33418,4000 BOARMAN AVE,POINT (-76.6855 39.33418),,,,,-76.6855,Dorchester,621,ROW/TOWNHO,1,
35,76,27950,7A,2017-09-15T00:00:00.000,18:50:00,AUTO THEFT,SOUTHWESTERN,O,39.28621,0 N BERNICE AVE,POINT (-76.6698 39.28621),,,,,-76.6698,Carroll-South Hilton,842,STREET,1,
10,11,27307,7A,2017-12-10T00:00:00.000,17:28:00,AUTO THEFT,EASTERN,O,39.31632,2400 BRENTWOOD AVE,POINT (-76.61044 39.31632),,,,,-76.61044,Barclay,341,STREET,1,
115,242,27295,9S,2017-12-11T00:00:00.000,1826,SHOOTING,NORTHERN,Outside,39.35453,2400 W BELVEDERE AV,POINT (-76.66234 39.35453),,,,,-76.66234,Levindale,532,Street,1,FIREARM
46,210,13991,6D,2017-09-25T00:00:00.000,10:00:00,LARCENY FROM AUTO,NORTHEASTERN,O,39.34256,4200 BAYONNE AVE,POINT (-76.54437 39.34256),,,,,-76.54437,Frankford,444,STREET,1,
65,5,13642,6J,2017-09-30T00:00:00.000,21:47:00,LARCENY,CENTRAL,O,39.29285,400 W SARATOGA ST,POINT (-76.62124 39.29285),,,,,-76.62124,Downtown,111,STREET,1,
221,39,27301,6D,2017-09-19T00:00:00.000,20:10:00,LARCENY FROM AUTO,WESTERN,O,39.30995,MOUNT ST & W NORTH AV,POINT (-76.64499 39.30995),,,,,-76.64499,Sandtown-Winchester,733,STREET,1,
182,145,26956,4E,2017-09-28T00:00:00.000,9:30:00,COMMON ASSAULT,NORTHEASTERN,O,39.30966,4500 ERDMAN AVE,POINT (-76.5633 39.30966),,,,,-76.5633,Orangeville Industrial Ar,333,GAS STATIO,1,HANDS
13,206,27291,5A,2017-09-28T00:00:00.000,18:30:00,BURGLARY,NORTHEASTERN,I,39.33287,3500 PARKSIDE DR,POINT (-76.57036 39.33287),,,,,-76.57036,Belair-Parkside,422,ROW/TOWNHO,1,
99,31,27307,5A,2017-09-25T00:00:00.000,1:00:00,BURGLARY,NORTHERN,,39.33894,0 YORK CT,POINT (-76.60979 39.33894),,,,,-76.60979,Guilford,542,,1,
221,86,27301,4C,2017-09-25T00:00:00.000,21:00:00,AGG. ASSAULT,WESTERN,,39.30035,1000 N MOUNT ST,POINT (-76.64448 39.30035),,,,,-76.64448,Sandtown-Winchester,743,,1,OTHER
221,86,27301,4C,2017-09-25T00:00:00.000,21:00:00,AGG. ASSAULT,WESTERN,,39.30035,1000 N MOUNT ST,POINT (-76.64448 39.30035),,,,,-76.64448,Sandtown-Winchester,743,,1,OTHER
121,109,13645,6G,2017-09-24T00:00:00.000,22:00:00,LARCENY,SOUTHEASTERN,I,39.28429,1000 FLEET ST,POINT (-76.60009 39.28429),,,,,-76.60009,Inner Harbor,211,RESTAURANT,1,
89,241,27295,5D,2017-09-20T00:00:00.000,16:30:00,BURGLARY,NORTHWESTERN,I,39.35751,6600 REISTERSTOWN RD,POINT (-76.70404 39.35751),,,,,-76.70404,Glen,632,OFFICE BUI,1,
49,275,14001,6J,2017-09-26T00:00:00.000,0:01:00,LARCENY,NORTHWESTERN,O,39.37156,2800 DAMASCUS CT,POINT (-76.69125 39.37156),,,,,-76.69125,Cheswolde,632,PARKING LO,1,
105,253,27291,5A,2017-09-27T00:00:00.000,14:00:00,BURGLARY,NORTHEASTERN,I,39.36039,2100 CORBIN RD,POINT (-76.57137 39.36039),,,,,-76.57137,Hamilton Hills,423,SINGLE HOU,1,
221,15,27301,4A,2017-09-24T00:00:00.000,3:45:00,AGG. ASSAULT,WESTERN,O,39.30259,1200 N WOODYEAR ST,POINT (-76.63965 39.30259),,,,,-76.63965,Sandtown-Winchester,743,STREET,1,FIREARM
120,269,28564,5A,2017-09-25T00:00:00.000,16:00:00,BURGLARY,NORTHEASTERN,I,39.37122,1400 LIMIT AVE,POINT (-76.58447 39.37122),,,,,-76.58447,Idlewood,414,APT/CONDO,1,
190,21,27301,4E,2017-09-29T00:00:00.000,5:38:00,COMMON ASSAULT,WESTERN,I,39.318,3300 AUCHENTOROLY TER,POINT (-76.64745 39.318),,,,,-76.64745,Parkview/Woodbrook,732,APT/CONDO,1,HANDS
167,74,27950,6F,2017-09-24T00:00:00.000,19:30:00,LARCENY,SOUTHWESTERN,O,39.28257,200 MCCURLEY ST,POINT (-76.67373 39.28257),,,,,-76.67373,Saint Josephs,842,YARD,1,
149,134,27935,4C,2017-04-10T00:00:00.000,22:26:00,AGG. ASSAULT,SOUTHEASTERN,O,39.27873,1300 DREW ST,POINT (-76.54318 39.27873),,,,,-76.54318,Medford,233,ALLEY,1,OTHER
249,111,27954,4E,2017-09-14T00:00:00.000,14:00:00,COMMON ASSAULT,SOUTHEASTERN,I,39.29009,100 S CAROLINE ST,POINT (-76.59712 39.29009),,,,,-76.59712,Washington Hill,212,SCHOOL,1,HANDS
134,162,27953,4E,2017-09-30T00:00:00.000,1:15:00,COMMON ASSAULT,SOUTHERN,I,39.25471,3000 HURON ST,POINT (-76.65031 39.25471),,,,,-76.65031,Lakeland,923,ROW/TOWNHO,1,HANDS
246,42,27297,4C,2017-07-06T00:00:00.000,12:06:00,AGG. ASSAULT,SOUTHWESTERN,O,39.30986,1900 BRADDISH AVE,POINT (-76.66126 39.30986),,,,,-76.66126,Walbrook,811,STREET,1,OTHER
43,240,27295,4E,2017-09-27T00:00:00.000,0:00:00,COMMON ASSAULT,NORTHWESTERN,O,39.34843,5100 PARK HEIGHTS AVE,POINT (-76.67491 39.34843),,,,,-76.67491,Central Park Heights,614,STREET,1,HANDS
124,104,13645,4A,2017-09-26T00:00:00.000,2:27:00,AGG. ASSAULT,EASTERN,I,39.30312,1100 GREENMOUNT AVE,POINT (-76.6077 39.30312),,,,,-76.6077,Johnston Square,311,ROW/TOWNHO,1,FIREARM
242,94,13642,6G,2017-09-26T00:00:00.000,23:30:00,LARCENY,CENTRAL,I,39.30174,400 MANSE CT,POINT (-76.62639 39.30174),,,,,-76.62639,Upton,123,ROW/TOWNHO,1,
93,262,13991,4B,2017-09-29T00:00:00.000,10:51:00,AGG. ASSAULT,NORTHEASTERN,,39.34699,5900 GLENFALLS AVE,POINT (-76.54199 39.34699),,,,,-76.54199,Glenham-Belhar,425,,1,KNIFE
93,262,13991,4B,2017-09-29T00:00:00.000,10:51:00,AGG. ASSAULT,NORTHEASTERN,,39.34699,5900 GLENFALLS AVE,POINT (-76.54199 39.34699),,,,,-76.54199,Glenham-Belhar,425,,1,KNIFE
153,86,27301,6G,2017-09-24T00:00:00.000,20:24:00,LARCENY,WESTERN,,39.29916,900 APPLETON ST,POINT (-76.64838 39.29916),,,,,-76.64838,Midtown-Edmondson,722,,1,
111,212,27307,4B,2017-09-27T00:00:00.000,6:30:00,AGG. ASSAULT,NORTHEASTERN,I,39.34502,1600 NORTHGATE RD,POINT (-76.58729 39.34502),,,,,-76.58729,Hillen,412,ROW/TOWNHO,1,KNIFE
89,246,27295,2A,2017-09-09T00:00:00.000,10:25:50,RAPE,NORTHWESTERN,,39.3521,3900 PRIMROSE AVE,POINT (-76.69211 39.3521),,,,,-76.69211,Glen,632,,1,OTHER
246,43,27297,5A,2017-09-29T00:00:00.000,9:50:00,BURGLARY,SOUTHWESTERN,I,39.30977,1900 N LONGWOOD ST,POINT (-76.66763 39.30977),,,,,-76.66763,Walbrook,811,ROW/TOWNHO,1,
189,202,13991,4E,2017-09-26T00:00:00.000,1:38:00,COMMON ASSAULT,NORTHEASTERN,I,39.32473,4300 GREENHILL AVE,POINT (-76.55908 39.32473),,,,,-76.55908,Parkside,442,ROW/TOWNHO,1,HANDS
157,39,27301,5A,2017-09-20T00:00:00.000,13:00:00,BURGLARY,WESTERN,I,39.31463,2300 N MONROE ST,POINT (-76.64944 39.31463),,,,,-76.64944,Mondawmin,731,ROW/TOWNHO,1,
179,106,13645,1F,2017-08-01T00:00:00.000,1704,HOMICIDE,EASTERN,Outside,39.30126,900 ABBOTT CT,POINT (-76.60381 39.30126),,,,,-76.60381,Oldtown,312,Street,1,FIREARM
118,62,13995,9S,2017-10-25T00:00:00.000,1229,SHOOTING,NORTHWESTERN,Outside,39.33146,4700 LIBERTY HEIGHTS AV,POINT (-76.6958 39.33146),,,,,-76.6958,Howard Park,622,Street,1,FIREARM
162,164,27953,6C,2017-09-26T00:00:00.000,20:00:00,LARCENY,SOUTHWESTERN,I,39.26449,2700 WASHINGTON BLVD,POINT (-76.65493 39.26449),,,,,-76.65493,Morrell Park,831,OTHER - IN,1,
187,72,27295,4E,2017-09-26T00:00:00.000,0:30:00,COMMON ASSAULT,NORTHWESTERN,I,39.33198,2900 KEYWORTH AVE,POINT (-76.66443 39.33198),,,,,-76.66443,Park Circle,612,ROW/TOWNHO,1,HANDS
192,122,27935,6D,2017-09-28T00:00:00.000,17:26:00,LARCENY FROM AUTO,SOUTHEASTERN,O,39.29516,200 N PORT ST,POINT (-76.58282 39.29516),,,,,-76.58282,Patterson Place,221,STREET,1,
208,60,27295,6C,2017-09-28T00:00:00.000,14:30:00,LARCENY,NORTHWESTERN,I,39.35632,6500 REISTERSTOWN RD,POINT (-76.70277 39.35632),,,,,-76.70277,Reisterstown Station,631,CLOTHING/S,1,
147,174,27953,6D,2017-04-15T00:00:00.000,16:00:00,LARCENY FROM AUTO,SOUTHERN,O,39.27471,100 W OSTEND ST,POINT (-76.61593 39.27471),,,,,-76.61593,Sharp-Leadenhall,942,STREET,1,
110,108,13645,6C,2017-09-28T00:00:00.000,6:26:00,LARCENY,EASTERN,I,39.29317,200 N GAY ST,POINT (-76.60812 39.29317),,,,,-76.60812,Jonestown,211,CONVENIENC,1,
70,121,27954,4F,2017-09-29T00:00:00.000,17:47:00,ASSAULT BY THREAT,EASTERN,,39.29529,1800 ORLEANS ST,POINT (-76.59129 39.29529),,,,,-76.59129,Dunbar-Broadway,321,,1,
179,108,13645,5D,2017-09-24T00:00:00.000,0:00:00,BURGLARY,EASTERN,I,39.29675,500 OLDTOWN MA,POINT (-76.60321 39.29675),,,,,-76.60321,Oldtown,312,OTHER - IN,1,
180,193,13645,3AF,2017-09-30T00:00:00.000,0:01:00,ROBBERY - STREET,EASTERN,O,39.30926,1000 E LANVALE ST,POINT (-76.6039 39.30926),,,,,-76.6039,Oliver,343,STREET,1,FIREARM
166,43,27297,5A,2017-09-24T00:00:00.000,11:00:00,BURGLARY,SOUTHWESTERN,,39.30826,1800 POPLAR GROVE ST,POINT (-76.66577 39.30826),,,,,-76.66577,Northwest Community Actio,813,,1,
153,87,27297,6E,2017-09-22T00:00:00.000,15:00:00,LARCENY,WESTERN,O,39.29712,800 SPEDDEN ST,POINT (-76.65242 39.29712),,,,,-76.65242,Midtown-Edmondson,722,STREET,1,
47,149,27937,4E,2017-09-30T00:00:00.000,4:07:00,COMMON ASSAULT,SOUTHERN,,39.24645,2800 WINWOOD CT,POINT (-76.62876 39.24645),,,,,-76.62876,Cherry Hill,922,,1,HANDS
61,38,27937,5D,2017-09-22T00:00:00.000,0:00:00,BURGLARY,SOUTHERN,I,39.23286,1200 CAMBRIA ST,POINT (-76.59326 39.23286),,,,,-76.59326,Curtis Bay,911,SCHOOL,1,
43,70,27295,2A,2017-09-15T00:00:00.000,15:02:07,RAPE,NORTHWESTERN,I,39.33754,2700 CLASSEN AVE,POINT (-76.66549 39.33754),,,,,-76.66549,Central Park Heights,614,ROW/TOWNHO,1,OTHER
46,207,13991,6J,2017-09-24T00:00:00.000,22:30:00,LARCENY,NORTHEASTERN,I,39.32213,5000 SINCLAIR LN,POINT (-76.54793 39.32213),,,,,-76.54793,Frankford,443,APT/CONDO,1,
89,241,27295,6E,2017-09-27T00:00:00.000,18:00:00,LARCENY,NORTHWESTERN,O,39.35846,3700 FORDS LN,POINT (-76.69824 39.35846),,,,,-76.69824,Glen,632,STREET,1,
95,158,13645,6J,2017-09-28T00:00:00.000,10:47:00,LARCENY,EASTERN,I,39.3089,200 E LANVALE ST,POINT (-76.613 39.3089),,,,,-76.613,Greenmount West,311,ROW/TOWNHO,1,
100,282,27632,6E,2017-09-28T00:00:00.000,12:30:00,LARCENY,SOUTHWESTERN,O,39.27592,3000 WILKENS AVE,POINT (-76.66514 39.27592),,,,,-76.66514,Gwynns Falls,832,YARD/BUSIN,1,
210,17,27301,4D,2017-09-23T00:00:00.000,19:18:00,AGG. ASSAULT,CENTRAL,O,39.31312,2200 BROOKFIELD AVE,POINT (-76.63321 39.31312),,,,,-76.63321,Reservoir Hill,133,OTHER - OU,1,HANDS
30,130,27935,6D,2017-09-24T00:00:00.000,20:00:00,LARCENY FROM AUTO,SOUTHEASTERN,O,39.28354,3400 FAIT AVE,POINT (-76.56851 39.28354),,,,,-76.56851,Canton,232,STREET,1,
117,138,27935,6G,2017-09-19T00:00:00.000,8:35:00,LARCENY,SOUTHEASTERN,I,39.29503,100 KANE ST,POINT (-76.53345 39.29503),,,,,-76.53345,Hopkins Bayview,241,SCHOOL,1,
161,222,28570,4E,2017-09-21T00:00:00.000,7:15:00,COMMON ASSAULT,NORTHEASTERN,I,39.34041,1900 ARGONNE DR,POINT (-76.5815 39.34041),,,,,-76.5815,Morgan State University,421,OTHER - IN,1,HANDS
121,3,13645,6L,2017-09-26T00:00:00.000,14:56:00,LARCENY,CENTRAL,I,39.28659,200 E PRATT ST,POINT (-76.61203 39.28659),,,,,-76.61203,Inner Harbor,112,HOTEL/MOTE,1,
43,239,27295,4B,2017-09-30T00:00:00.000,14:00:00,AGG. ASSAULT,NORTHWESTERN,I,39.34274,3700 OAKMONT AVE,POINT (-76.67742 39.34274),,,,,-76.67742,Central Park Heights,613,ROW/TOWNHO,1,KNIFE
10,11,27307,4E,2016-11-15T00:00:00.000,20:00:00,COMMON ASSAULT,EASTERN,O,39.31745,2400 BRENTWOOD AVE,POINT (-76.61043 39.31745),,,,,-76.61043,Barclay,341,STREET,1,HANDS
149,134,27935,4E,2017-04-10T00:00:00.000,22:26:00,COMMON ASSAULT,SOUTHEASTERN,I,39.27873,1300 DREW ST,POINT (-76.54318 39.27873),,,,,-76.54318,Medford,233,ROW/TOWNHO,1,HANDS
157,39,27297,6E,2017-09-18T00:00:00.000,21:00:00,LARCENY,WESTERN,O,39.31165,2000 WHEELER AVE,POINT (-76.65582 39.31165),,,,,-76.65582,Mondawmin,731,STREET,1,
6,141,13987,6E,2017-09-25T00:00:00.000,18:30:00,LARCENY,NORTHEASTERN,O,39.30339,900 RODMAN WAY,POINT (-76.54627 39.30339),,,,,-76.54627,Armistead Gardens,433,STREET,1,
26,132,27937,6D,2017-09-24T00:00:00.000,2:00:00,LARCENY FROM AUTO,SOUTHERN,O,39.23131,ST & 9TH ST,POINT (-76.59957 39.23131),,,,,-76.59957,Brooklyn,913,STREET,1,
5,244,27295,5A,2017-09-24T00:00:00.000,18:00:00,BURGLARY,NORTHWESTERN,I,39.34832,3200 W BELVEDERE AVE,POINT (-76.67717 39.34832),,,,,-76.67717,Arlington,633,VACANT BUI,1,
84,10,27632,4C,2017-09-29T00:00:00.000,21:00:00,AGG. ASSAULT,WESTERN,,39.29133,1500 PENROSE AVE,POINT (-76.64142 39.29133),,,,,-76.64142,Franklin Square,711,,1,OTHER
22,85,27297,5A,2017-12-13T00:00:00.000,22:20:00,BURGLARY,WESTERN,I,39.30168,2300 WINCHESTER ST,POINT (-76.65431 39.30168),,,,,-76.65431,Bridgeview/Greenlawn,723,ROW/TOWNHO,1,
122,290,27950,4E,2017-09-27T00:00:00.000,18:13:00,COMMON ASSAULT,SOUTHWESTERN,I,39.27815,4100 POTTER ST,POINT (-76.68352 39.27815),,,,,-76.68352,Irvington,833,APT/CONDO,1,HANDS
173,219,28564,5A,2017-09-27T00:00:00.000,11:00:00,BURGLARY,NORTHEASTERN,I,39.35339,5200 LOCH RAVEN BLVD,POINT (-76.59024 39.35339),,,,,-76.59024,New Northwood,413,APT/CONDO,1,
249,120,27954,3AK,2017-09-26T00:00:00.000,23:23:00,ROBBERY - STREET,SOUTHEASTERN,O,39.29165,1800 E BALTIMORE ST,POINT (-76.59121 39.29165),,,,,-76.59121,Washington Hill,212,STREET,1,KNIFE
179,105,13645,4F,2016-09-29T00:00:00.000,17:45:00,ASSAULT BY THREAT,EASTERN,O,39.29935,1000 WILMOT CT,POINT (-76.60357 39.29935),,,,,-76.60357,Oldtown,312,STREET,1,
55,50,27297,6D,2017-09-23T00:00:00.000,15:30:00,LARCENY FROM AUTO,NORTHWESTERN,,39.32083,4000 WOODHAVEN AVE,POINT (-76.68361 39.32083),,,,,-76.68361,Concerned Citizens Of For,642,,1,
124,193,13645,4A,2017-04-16T00:00:00.000,21:21:00,AGG. ASSAULT,EASTERN,O,39.305,1300 PROCTOR ST,POINT (-76.60731 39.305),,,,,-76.60731,Johnston Square,311,STREET,1,FIREARM
238,5,13642,6C,2017-09-24T00:00:00.000,17:45:00,LARCENY,CENTRAL,I,39.28833,0 S PACA ST,POINT (-76.62225 39.28833),,,,,-76.62225,University Of Maryland,121,CONVENIENC,1,
271,257,14009,5D,2017-09-24T00:00:00.000,13:00:00,BURGLARY,NORTHERN,O,39.36026,500 CAMPBELLS LN,POINT (-76.60904 39.36026),,,,,-76.60904,Belvedere,523,YARD,1,
269,284,27950,5A,2017-03-21T00:00:00.000,23:10:00,BURGLARY,SOUTHWESTERN,I,39.29647,700 N GRANTLEY ST,POINT (-76.67624 39.29647),,,,,-76.67624,Edgewood,844,ROW/TOWNHO,1,
173,209,27307,5C,2017-09-29T00:00:00.000,0:00:00,BURGLARY,NORTHEASTERN,I,39.34308,4400 MARBLE HALL RD,POINT (-76.59471 39.34308),,,,,-76.59471,New Northwood,413,ROW/TOWNHO,1,
10,11,27307,6E,2017-09-24T00:00:00.000,14:30:00,LARCENY,NORTHERN,O,39.31673,2400 GUILFORD AVE,POINT (-76.61281 39.31673),,,,,-76.61281,Barclay,514,STREET,1,
242,90,27301,5D,2017-09-15T00:00:00.000,16:00:00,BURGLARY,CENTRAL,,39.29856,1200 SHIELDS PL,POINT (-76.63122 39.29856),,,,,-76.63122,Upton,123,,1,
251,182,27307,4E,2016-11-13T00:00:00.000,16:09:00,COMMON ASSAULT,NORTHERN,O,39.33373,3700 OLD YORK RD,POINT (-76.60762 39.33373),,,,,-76.60762,Waverly,543,STREET,1,HANDS
165,92,13645,4E,2017-09-27T00:00:00.000,19:39:00,COMMON ASSAULT,CENTRAL,,39.29539,500 N CALVERT ST,POINT (-76.61277 39.29539),,,,,-76.61277,Mount Vernon,142,,1,HANDS
165,92,13645,4E,2017-09-27T00:00:00.000,19:39:00,COMMON ASSAULT,CENTRAL,,39.29539,500 N CALVERT ST,POINT (-76.61277 39.29539),,,,,-76.61277,Mount Vernon,142,,1,HANDS
213,54,27950,6D,2017-09-25T00:00:00.000,19:00:00,LARCENY FROM AUTO,SOUTHWESTERN,I,39.29537,700 WICKLOW RD,POINT (-76.68706 39.29537),,,,,-76.68706,Rognel Heights,822,ROW/TOWNHO,1,
89,241,27295,4C,2017-09-26T00:00:00.000,21:00:00,AGG. ASSAULT,NORTHWESTERN,,39.35766,3800 FORDS LN,POINT (-76.69897 39.35766),,,,,-76.69897,Glen,632,,1,OTHER
